NC ADJ ADJ PREP NC NC;78
NP DASH NC NC;78
NC PE PE NC;78
NC PREP NC PREP ART NC PREP ART NC;77
NC NC DASH NC ADJ;77
NC NEG ADJ PREP NC;76
NC ADJ PREP NC NC ADJ;76
NC CC NC PREP ART NC ADJ;76
NC NC ADJ PDEL NC;76
NC PREP NC ADJ CC ADJ;76
NC PREP NC ADJ PREP NC PREP ART NC;75
NC ADJ PAL NC ADJ;75
NP NP NC ADJ;75
NC NP CARD;75
NC ADJ ADJ PREP ART NC ADJ PREP ART NC;75
NC PDEL NC PREP NC PREP NC;75
NC PREP NC PDEL NC NC;75
NC ADJ PDEL ADJ NC;75
NC PREP CARD DASH NC;74
NC PREP ART NC ADJ PDEL ORD NC PDEL NC;74
NP NC ADJ NC;73
PREP NC PREP ART NC;73
NC PREP ART NC PREP ADJ;72
NC PREP ART NC PREP ART NC PREP NC;72
ORD NC ADJ ADJ;72
NC PREP NC PREP NC NC ADJ;72
NC CSUBX NC;71
NC CC NC PREP ART NC;71
NC PREP ART NC ADJ ADJ ADJ;71
NP NC ADJ ADJ;70
NC NC ADJ NC;70
NC PREP NC PAL NC;69
QU NC PREP ART NC ADJ;68
NC ADJ ALFS;68
NC PREP CARD NC;68
NC ADJ ADJ PREP NC PREP NC ADJ;67
ADJ NC NP;67
NC PREP ART ORD NC;67
NC NC ADJ PREP NC ADJ;66
NP DASH NP NC NC;66
NC PREP NC ADJ NC ALFS;66
NC NC DASH NC DASH;66
NC PDEL NC ADJ ADJ PDEL NC;66
NC ADJ PREP NC PREP NC ADJ ADJ;65
NC PDEL NC PREP ART NC NC;64
NC NC NEG ADJ;64
NC PREP NC ADJ PREP ADJ;64
NC PDEL NC NC DASH NC;64
NC NC NC ADJ;64
NP NP DASH NP;64
NC ADJ PREP NC PREP NC PREP NC ADJ;64
NC NC NC CARD;64
NC NP PDEL NP;64
NC NC PREP NC ADJ ADJ;63
NC PREP NC PREP NC ADJ NC;63
NC PREP ADJ PREP NC ADJ;63
NC PREP NC ADJ PREP NC ADJ PREP NC ADJ;63
NC ADJ PDEL NC NC ADJ;62
NC PDEL NC PREP NC NC;62
NC ADJ DASH NC DASH;62
NC NEG ADJ PREP ART NC ADJ;62
NC PREP NC PREP NC PREP NC PREP NC ADJ;62
NC QU;61
NC PREP NC NC ADJ ADJ;61
NC PREP NC NC NC;61
NP NC DASH NC;61
NC PDEL ADJ NC ADJ;61
ADJ ADJ PREP NC;60
ADJ PREP ART NC ADJ;60
NC ADJ PREP ART NC PDEL NC ADJ;60
NC PREP NC NP NP;60
NC ADJ ADJ PREP ART NC NC;60
NC PREP ART NC PREP NC NC;59
NC ADJ ADJ ADJ PREP NC;59
NC NP CODE;59
NC NEG ADJ PREP NC ADJ;59
NC PREP NC QU;59
NC PREP NC ADJ ACRNM;59
QU NC PDEL NC;58
NC PREP QU NC ADJ;58
NP NC PE NC NC;58
NC ADJ PDEL ORD NC PDEL NC;58
NC PREP NC ADJ PREP ADJ NC;58
NC ADJ PDEL NC ADJ PREP ART NC;58
NC PREP NC ADJ PREP NC ADJ PREP NC;58
NC PE NC PE;58
NC PREP ART NC PDEL NC NC;57
NC PREP NP NC ADJ;57
NC NC PDEL NC NC;57
NC PREP NC CC NC PREP NC;57
NC PDEL NC ADJ DASH NC;57
NC PREP NP PREP NC;57
NC ALFS NC;56
NP NC PE ADJ NC;56
NC ADJ PE;56
CARD NC;56
NC ADJ PREP ART NC ADJ NC;56
NC PREP NC PREP ART NP;56
NC PREP ART NC NC PREP ART NC;56
NC NC PREP NC PREP NC ADJ;56
NC ADJ PDEL ORD NC ADJ;55
NC ADJ PREP NC PREP NC PREP ART NC;55
NC ADJ PREP NP NC;55
NP DASH NP ADJ;55
NC PREP NC PE DASH NC;55
NC PREP NC ADJ CARD;55
PE PE NC NC;55
NP NP NC PE;55
NC PDEL NC PDEL NP;55
NC PREP ADJ PREP NC;54
NC NC PREP ART NC ADJ ADJ;54
ORD NC;54
NC PDEL NC NC PDEL NC;54
NC ADJ PREP NC DASH NC;54
NC PREP NC PREP NC PREP NC NC;54
NC PREP NC PDEL NC PREP NC;54
NP DASH NP NP;54
NP NP CARD;54
NC PREP NC ADJ NC ADJ;54
NC ADJ PREP ART NC PREP NP;54
NC PREP ART NC PDEL NP;54
NC ADJ ADJ PDEL ADJ;53
NC ALFS ADJ PREP NC PREP NC;53
NP PE PE;53
NP NC PREP NC;53
NP NP PE PE NC;53
NC DASH NC DASH;53
NP DASH ALFS;53
NC CARD ADJ;53
ADJ PREP NC PREP NC ADJ;53
NC ADJ CC NC;52
NC PREP ART NC ADJ PREP ART NC NC;52
ADJ PDEL NC ADJ;52
NC NP PREP NC;52
NC PREP ART NC ADJ PREP ART NC ADJ ADJ;52
NC PDEL NC PREP NC DASH NC DASH;51
NC ADJ NC PREP ART NC ADJ;51
NC ADJ PREP ADJ ADJ;51
NC PREP NC ACRNM;51
NC PREP NC PREP NC PREP ADJ;51
NC PREP ART NC PREP ART NC PREP ART NC;51
NC NP NP NP;50
NP NEG ADJ;50
NC PREP NC PDEL NC ADJ ADJ;50
NC PREP NP PDEL NC;50
NC PDEL NC PREP NC ADJ ADJ;50
NC ADJ PDEL NC ADJ ADJ ADJ;50
NEG ADJ;50
NC ADJ ADJ PREP NC ADJ PREP NC ADJ;49
NC ADJ DASH NC ADJ;49
NC ADJ PREP CARD NC;49
NC ADJ ADJ PREP NC PREP ART NC;49
NC CARD PREP NC;49
NC PREP ART NC CC ART NC;49
NC PREP NC NP ADJ;49
NC PREP NC ADJ PREP ART NC ADJ ADJ;48
NC ADJ PREP ART NC ADJ PDEL NC ADJ;48
NC ADJ NC PDEL NC;48
NC PREP NC PREP ART NC PREP NC ADJ;48
NC ALFS PREP NC;48
NC ADJ PDEL ADJ NC ADJ;48
NC ADJ PREP ART ORD NC NC;47
NC PREP NC PE DASH NP NC;47
NC PREP ART NC ADJ DASH NC;47
NC ADJ ADJ PREP NC PDEL NC;47
NC CC NC PDEL NC ADJ;47
NC NC PDEL NC ADJ ADJ;47
NP DASH NP PE;47
NP NC NP;46
NP NC ADJ PE;46
NC PREP NC PREP NC ADJ PREP ART NC;46
NC ADJ QU;46
NC ADJ PREP ADJ PREP NC;46
NC PREP NC ADJ PREP ART NC PDEL NC;46
ACRNM PREP NC ADJ;46
QU NC NC;46
NC ADJ PDEL NC ADJ PREP ART ADJ NC ADJ;46
PE NP PE NC;46
NC ADJ PREP NC CC NC ADJ;45
NC PREP ART NC NC PDEL NC ADJ;45
NC ADJ ADJ PDEL NC ADJ ADJ;45
NC ADJ ADJ NEG ADJ;45
NC CC NC NC;45
NC ADJ ADJ PREP ART NC ADJ PDEL NC;45
NC PDEL NC ADJ PDEL NC NC;45
NC DASH NC PREP NC ADJ;45
NC PDEL NC CARD;45
NC ADJ CC NC PREP NC;44
NC PDEL ADJ ADJ;44
NC PREP NC DASH ADJ;44
NC PDEL NC ADJ PREP ART ORD NC ADJ;44
NC PREP NC PDEL NC PREP NC ADJ;44
NC DASH NC NC;44
NC PE DASH NC PDEL NP CARD;43
NC ADJ CC NC ADJ;43
NC ADJ NC PREP ART NC ADJ PDEL NC;43
NC PREP NC PREP ART ADJ;43
NP NP PE PE;43
ADJ PREP NP;43
NC CARD PREP NC ADJ;43
NC PE DASH NC PREP NC;43
NC NC ADJ NP;43
NC PREP NC ADJ ADJ PDEL NC;42
PE PE NC ADJ;42
NP NP NP DASH NC ADJ;42
NC PREP NC ADJ DASH ADJ;42
NC PREP ADJ NC PREP NC ADJ;42
NC PREP ART NC PREP NC PDEL NC;42
NC PE PE;42
NC NEG ADJ PREP ART NC;42
NC PREP NC ADJ PREP NC CC NC;42
NC PE NC NP;42
NC PREP NC ADJ ALFS ALFS;42
NC ADJ PDEL NC PREP ART NC ADJ;41
NC ADJ PREP ART NC ADJ PREP ART NC ADJ;41
NC ADJ PREP ART NC ADJ PREP NC ADJ;41
NC PREP NC PREP NC PREP NC CC NC;41
ADJ DASH ADJ;41
NC PREP NC ADJ DASH ORD NC;41
NC PREP NC NP NC;41
NC ADJ PREP NC CARD;41
NP NP NC NC;41
ALFS;41
NC PREP ART NC ADJ PDEL NC ADJ ADJ;41
NC ADJ PDEL NC PREP NC ADJ;41
NC ADJ PREP NC ADJ PREP ART NC ADJ;41
NC ADJ ADJ PREP NC ADJ PDEL NC;41
NC PREP NC ADJ PREP ART NC NC;41
NC PREP NP PREP NC ADJ;40
NC ADJ PREP NC ADJ PREP CARD NMEA;40
NC PDEL ORD NC PDEL NC;40
NC PDEL NC PDEL NC NC;40
NC ADJ NC PREP ART NC;40
NC PREP ART NC PREP ART NC ADJ ADJ;40
NC ADJ PREP QU NC ADJ;40
NC PREP NC ADJ NP DASH NC DASH;40
PE NP;40
NC PREP NC PREP NP NP;40
QU NC ADJ PREP NC;40
NC ADJ PREP ART NC ADJ PREP NC;40
NC PREP ART NC PREP NC ADJ ADJ;40
NC ADJ CC PPO NC;40
NC ADJ PREP NC ADJ CC ADJ;40
NC NP NC ADJ;40
ACRNM PREP NC;40
NC NP NC PREP NC;40
NC ADJ ADJ PREP NC ADJ PREP NC;40
NC ADJ NC PREP NC ADJ;40
NC PREP ART NC PREP ART NC PDEL NC;40
NC PDEL NP ADJ;40
NC ADJ PDEL CARD NC ADJ;40
PE NC PE;40
NC CARD PREP NC PREP NC;40
ACRNM ADJ;40
NC PDEL NC ADJ PREP ART NC NC;40
NC PREP ART NC NC PREP NC;39
NP PE NC;39
NC PREP ACRNM;39
NP NP NP NC;39
NC NC ADJ PDEL NC ADJ;39
NC CC NC ADJ ADJ;39
NC PREP NC ADJ PREP CARD NC;39
NP DASH PE NC;39
NC PREP NC PREP NC ADJ PREP NC PREP NC;39
NC NC CC NC;39
QU NC PDEL NC ADJ;38
NC PREP NC PREP NC PDEL NC ADJ;38
NC ADJ NEG ADJ PREP ART NC ADJ;38
NC PREP NC ADJ NC PREP NC;38
NC PREP NP DASH NP DASH NP;38
NC NC PREP ART NC NC;38
NC PREP NC ADJ PREP NC PDEL NC DASH NC;38
NC ADJ ADJ PREP NP;38
NC PREP ART NC ADJ PREP ART NC PREP ART NC;38
CODE;38
NC PREP ART NC PREP NC PREP NC ADJ;38
NC ADJ PREP NC ADJ PREP NC PREP NC;38
NC ADJ PDEL NC ADJ NC;38
NC ADJ ADJ PREP NC CC NC;38
NC ADJ ADJ CC ADJ;38
NP NP ADJ;38
NC PDEL NC PREP ART ORD NC ADJ;38
NC PREP NC PDEL NC PREP ART NC;37
PREP NC PREP ART NC ADJ;37
NC ADJ PDEL NC PREP NP;37
NC PREP NC PE DASH NC PREP ART NC ADJ CARD NC;37
NC PREP NC NC CARD PDEL NC PREP ART NC ADJ NC CARD;37
NC ADJ ADJ ADJ PREP NC ADJ;37
NC ADJ PDEL NC ADJ ADJ PDEL NC;37
NC PREP NC PREP NC PREP NC ADJ ADJ;37
NC PREP NC PE DASH NC ADJ;37
NC PDEL NC NC PREP NC;37
QU CARD NC;37
NC PREP ART NC PDEL NC ADJ ADJ;37
NC ADJ ADJ PDEL NC ADJ PDEL NC;37
NC PREP NC ADJ ADJ PREP ART NC;37
NC CARD PREP ART NP;37
NC PREP NC PE DASH NP;37
NC NP PREP ART NC;37
ALFS DASH NC;37
NC PREP NC ADJ PDEL NC NC;37
NC PREP NC PREP NC CODE;37
ORD NC ADJ ADJ ADJ;37
NC NP PREP NC ADJ;37
NP NC PE NC PE NC;37
NC PREP NC ADJ ADJ NC;37
NP NC PE ADJ;36
NC PREP NC ADJ PREP NC PREP ART NC ADJ;36
NC ALFS ADJ PREP NP NC;36
NC PREP NC PREP NC CC NC ADJ;36
QU NC ADJ PREP ART NC;36
NC NC CARD ADJ;36
NC PREP ART NC ADJ ADJ PDEL NC ADJ;36
NP NC NC NC;36
NC PDEL NC PREP ART ADJ NC;36
PREP ART NC;36
NC NC NC ALFS;35
NP ADJ ADJ;35
NC PREP NC NC ADJ PREP NC ADJ;35
NC ADJ PREP NC PREP NC ADJ PREP NC;35
NC ADJ NC NC;35
NC PDEL NC ADJ PREP ART ADJ NC ADJ;35
PE NC NC NC;35
NC PREP NC DASH NC DASH;35
NC PREP NC NC ALFS;35
NC PDEL NC PREP ART ORD NC;35
NC ADJ NC PDEL NC ADJ;35
NC ADJ ADJ DASH NC;35
NC ADJ ADJ NC ADJ;35
NC PREP ART NC PREP ART ADJ;35
NC PDEL ORD NC;35
ADJ NC PREP NC ADJ;35
NP DASH NP NP NP;35
NC NC PDEL NC PREP NC;35
NC PREP NC PREP ADJ NC PREP NC;34
NP NP DASH ADJ;34
NC ADJ ADJ NC CARD;34
NC ADJ PREP NC ADJ ADJ PREP NC ADJ;34
NP ADJ PDEL NC ADJ;34
ADJ CC ADJ;34
NC NEG ADJ ADJ;34
NC PREP NC ADJ NP DASH NP;34
PREP NC ADJ PREP NC PREP NC;34
NC PREP NC CC NC PREP NC ADJ;34
NC PREP NC ADJ PREP NC PREP NC PREP NC;34
NC ADJ CC NC PREP NC ADJ;34
NC NC NP NP;34
NC PREP NC ADJ NP NP;33
NP DASH PE;33
NC ADJ NP NP;33
NC PREP NC NC NP;33
NC PDEL NC ADJ ADJ PREP ART NC;33
NC PREP ART NC PREP ART NP;33
NP DASH CARD NC;33
NC ADJ PDEL NC ADJ PDEL ADJ;33
NP ADJ NC NC;33
NC PREP NC PREP ART NC CODE;32
NC ADJ PDEL NC ADJ PREP ART ORD NC ADJ;32
NC ADJ PREP NP NP;32
NC ADJ PREP NC PREP ADJ NC;32
CARD;32
NC ADJ CODE;32
NC ADJ ADJ CC PPO NC;32
NC PREP NP PREP ART NC;32
NC ADJ PREP NC PDEL NC PREP CARD NMEA;32
NC CARD PREP ART NC ADJ;32
NC PREP ART NP NP;32
NC CARD PREP NP;32
NC PDEL NC PREP NC PREP ART NC;32
ORD NC NC;32
NP NC NC ADJ;32
NC ALFS CARD;32
NC PE DASH NC ADJ;32
NC ADJ PREP NC NC PREP NC ADJ;31
NP DASH NC DASH NC;31
NC PDEL NC NC PREP ART NC;31
NC PREP NC ADJ NC CARD;31
NC ADJ NEG ADJ PREP ART NC;31
NC ADJ PREP NC NEG ADJ;31
NC PREP ART NC PDEL ORD NC ADJ;31
NP NC PE NC ADJ;31
NP DASH ADJ NC ADJ;31
NC ADJ PREP NC ADJ PREP NC ADJ PREP NC NC;31
NC PE DASH NC CARD PDEL NC PREP ART NC ADJ NC CARD;31
NP NP NP NP NP;31
ADJ PREP NC NC;31
NC PREP ART NC ADJ PREP NC PREP ART NC;31
NC ADJ NC PREP ART NC ADJ PDEL ORD NC PDEL NC;30
ADJ ADJ ADJ ADJ;30
NC PE DASH NP NC;30
NC PDEL NC PREP NC PDEL NC;30
NC PREP ART NC ADJ ADJ PREP ART NC ADJ;30
NC PREP ART NC PDEL NC DASH NC;30
QU NC PREP NC PREP NC;30
NC PREP NC PREP NC CARD;30
NC PDEL NC PREP NC PREP NC ADJ;30
NC NP PREP NP;30
NC PDEL NC ADJ ADJ NC;30
NC ADJ PREP NC ADJ PDEL NC ADJ;30
NC ADJ ADJ PREP NC ADJ PREP ART NC;30
NC NP PREP ART NP;30
NC NC ADJ ADJ ADJ;30
NC PREP NC PREP ADJ ADJ;30
NC PE NC NC NC;30
NC PE NP;30
NC PDEL NP NP;30
NC PREP ALFS DASH NC;30
NC PE DASH NC PREP NP;30
PREP NC PREP;30
NC NC NC CARD PREP NC;30
ADJ ADJ PDEL NC;30
NC PREP NC PREP NC CARD ADJ;30
NC PREP NC PREP ADJ PREP NC;30
NC PREP ART NC PDEL NC PREP NC;29
NC ADJ NC NP;29
QU NC CC NC;29
NC ADJ PE NC;29
NC ADJ ADJ PREP ADJ;29
NC PREP NC ADJ CC NC;29
NC ADJ PREP ART NC PREP ADJ;29
NC PREP ADJ ADJ ADJ;29
NC PDEL NC NC ADJ PDEL NC;29
NC PREP ART NC PREP NC CC NC;29
ADJ NC DASH NC;29
NC DASH NC PREP NC;29
NC PDEL ORD NC ADJ ADJ;29
NP PE PE NC NC;29
NC PDEL NC ADJ NC PREP ART NC ADJ;29
NC ADJ PREP NC PREP NC ADJ PREP NC NC;29
ADJ NC ADJ ADJ;29
NC PREP ART NC PDEL ORD NC PDEL NC;29
NC CC NC PREP NC ADJ PREP NC ADJ;29
